Timestamp,scenario,Profile,Bundles,Volume,Capacity_solar,Capacity_wind,LCOH_P,LCOH_CAPEX,LCOH_OPEX,LCOH_TENNET,LCOH_HyNetwork,LCOH
2024-08-13_09-14-20,2,BL,1,50,200.0,200.0,4.010029728351572,4.383293195163168,0.8776375198192224,1.6728945661238155,0.24620925111232303,11.190064260570102
